School Code,School Name,Address,City,State Code,Zip Code,Student Growth Rating,Growth Reading Grades Tested Pct ES,Growth Math Grades Tested Pct ES,Student Attainment Rating,Creative School Certification,School Survey Ambitious Instruction,School Survey Effective Leaders,School Survey Collaborative Teachers,School Survey Safety,School Survey Parent Teacher Partnership,School Survey Quality Of Facilities,Student Attendance,Teacher Attendance
1675,ELGIN COMMUNITY COLLEGE,1700 SPARTAN DR,ELGIN,IL,60123,AVERAGE,58,45,ABOVE AVERAGE,DEVELOPING,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,95.4,95.9
1676,ELMHURST COLLEGE,190 PROSPECT AVENUE,ELMHURST,IL,60126,AVERAGE,44,23,ABOVE AVERAGE,EXCELLING,NEUTRAL,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,95.4,94.4
1678,EUREKA COLLEGE,300 COLLEGE AVE,EUREKA,IL,61530,AVERAGE,89,87,FAR ABOVE AVERAGE,EXCELLING,VERY STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,95,95.2
1681,HIGHLAND COMMUNITY COLLEGE,2998 W PEARL CITY RD,FREEPORT,IL,61032,FAR ABOVE AVERAGE,82,57,FAR ABOVE AVERAGE,EXCELLING,STRONG,WEAK,WEAK,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,95,94.3
1684,GREENVILLE COLLEGE,P.O. BOX 159,GREENVILLE,IL,62246,ABOVE AVERAGE,91,34,ABOVE AVERAGE,STRONG,STRONG,VERY STRONG,VERY STRONG,WEAK,NEUTRAL,NEUTRAL,95.7,95.1
1685,HEBREW THEOLOGICAL COLLEGE,7135 NORTH CARPENTER ROAD,SKOKIE,IL,60077,ABOVE AVERAGE,78,60,ABOVE AVERAGE,STRONG,STRONG,STRONG,STRONG,STRONG,STRONG,NEUTRAL,94,95.4
1688,ILLINOIS COLLEGE,1101 WEST COLLEGE,JACKSONVILLE,IL,62650,ABOVE AVERAGE,,,FAR BELOW AVERAGE,EMERGING,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,82.2,93.4
1689,ILLINOIS COLLEGE OF OPTOMETRY,3241 S MICHIGAN ST,CHICAGO,IL,60616,BELOW AVERAGE,,,FAR BELOW AVERAGE,EXCELLING,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,VERY STRONG,STRONG,65.9,
1691,ILLINOIS INSTITUTE OF TECHNOLOGY,3300 S FEDERAL ST,CHICAGO,IL,60616,BELOW AVERAGE,,,ABOVE AVERAGE,INCOMPLETE DATA,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,94.9,
1692,ILLINOIS STATE UNIVERSITY,302 HOVEY HALL CAMPUS BOX 1000,NORMAL,IL,61790,FAR ABOVE AVERAGE,83,57,FAR ABOVE AVERAGE,STRONG,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,96.1,95.5
1693,NORTHEASTERN ILLINOIS UNIV,5500 NO ST LOUIS,CHICAGO,IL,60625,ABOVE AVERAGE,75,78,FAR ABOVE AVERAGE,STRONG,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,97.7,94.7
1694,CHICAGO STATE UNIVERSITY,9501 SOUTH KING DR,CHICAGO,IL,60628,ABOVE AVERAGE,,,NO DATA AVAILABLE,INCOMPLETE DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,94.4,
1696,ILLINOIS WESLEYAN UNIVERSITY,1312 N. PARK STREET,BLOOMINGTON,IL,61701,NO DATA AVAILABLE,70,37,BELOW AVERAGE,INCOMPLETE DATA,NEUTRAL,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,98.3,
1699,JOLIET JUNIOR COLLEGE,1215 HOUBOLT ROAD,JOLIET,IL,60431,AVERAGE,52,52,AVERAGE,STRONG,STRONG,WEAK,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,93.9,94.5
1700,JUDSON UNIVERSITY,1151 NO STATE STREET,ELGIN,IL,60123,AVERAGE,79,45,BELOW AVERAGE,EXCELLING,VERY STRONG,STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,93.1,95.6
1701,KASKASKIA COLLEGE,27210 COLLEGE RD,CENTRALIA,IL,62801,ABOVE AVERAGE,88,91,ABOVE AVERAGE,EXCELLING,VERY STRONG,NEUTRAL,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,95.6,95
1703,KENDALL COLLEGE,900 N. NORTH BRANCH STREET,CHICAGO,IL,60622,FAR ABOVE AVERAGE,98,61,AVERAGE,DEVELOPING,WEAK,WEAK,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,93.1,
1704,KNOX COLLEGE,**,GALESBURG,IL,61401,ABOVE AVERAGE,91,81,AVERAGE,EXCELLING,NEUTRAL,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.1,94.7
1705,ILLINOIS VALLEY COMMUNITY COLLEGE,815 N ORLANDO SMITH AVENUE,OGLESBY,IL,61348,FAR ABOVE AVERAGE,38,19,BELOW AVERAGE,STRONG,STRONG,STRONG,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,92.8,94.6
1706,LAKE FOREST COLLEGE,555 N SHERIDAN RD,LAKE FOREST,IL,60045,BELOW AVERAGE,,,BELOW AVERAGE,DEVELOPING,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,89.8,94.6
1707,LEWIS UNIVERSITY,ONE UNIVERSITY PARKWAY,ROMEOVILLE,IL,60446,BELOW AVERAGE,,,FAR BELOW AVERAGE,DEVELOPING,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,80.6,94
1708,LINCOLN CHRISTIAN UNIVERSITY,100 CAMPUS VIEW DRIVE,LINCOLN,IL,62656,FAR BELOW AVERAGE,,,BELOW AVERAGE,DEVELOPING,VERY STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,90.6,
1709,LINCOLN COLLEGE,300 KEOKUK ST,LINCOLN,IL,62656,FAR ABOVE AVERAGE,48,75,NO DATA AVAILABLE,EXCELLING,VERY STRONG,NEUTRAL,STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,93.8,
1710,LOYOLA UNIVERSITY CHICAGO,1032 WEST SHERIDAN ROAD,CHICAGO,IL,60626,NO DATA AVAILABLE,68,55,AVERAGE,EXCELLING,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,STRONG,STRONG,95.7,95.1
1716,MACCORMAC COLLEGE,29 EAST MADISON,CHICAGO,IL,60602,AVERAGE,91,70,AVERAGE,EXCELLING,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,96.2,95.6
1717,MACMURRAY COLLEGE,447 E COLLEGE AVE,JACKSONVILLE,IL,62650,FAR ABOVE AVERAGE,,,BELOW AVERAGE,DEVELOPING,STRONG,VERY STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,93.1,95
1722,MCKENDREE UNIVERSITY,701 COLLEGE ROAD,LEBANON,IL,62254,AVERAGE,,,FAR BELOW AVERAGE,DEVELOPING,NEUTRAL,VERY WEAK,WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,80.7,95.5
1724,MILLIKIN UNIVERSITY,1184 WEST MAIN,DECATUR,IL,62522,FAR BELOW AVERAGE,78,69,BELOW AVERAGE,EXCELLING,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,STRONG,96.4,94.7
1725,MONMOUTH COLLEGE,700 EAST BROADWAY,MONMOUTH,IL,61462,ABOVE AVERAGE,81,69,BELOW AVERAGE,DEVELOPING,VERY STRONG,STRONG,STRONG,WEAK,WEAK,VERY STRONG,95.1,94.3
1727,MOODY BIBLE INSTITUTE,820 NORTH LASALLE BOULEVARD,CHICAGO,IL,60610,ABOVE AVERAGE,,,AVERAGE,EXCELLING,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,97,
1728,MORTON COLLEGE,3801 SOUTH CENTRAL,CICERO,IL,60804,AVERAGE,99,99,ABOVE AVERAGE,EXCELLING,STRONG,STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,96.2,96
1732,NATIONAL UNIV OF HEALTH SCIENCES,200 E ROOSEVELT RD,LOMBARD,IL,60148,FAR ABOVE AVERAGE,,,NO DATA AVAILABLE,INCOMPLETE DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,91.8,
1733,NATIONAL-LOUIS UNIVERSITY,122 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60603,NO DATA AVAILABLE,68,18,ABOVE AVERAGE,EXCELLING,NEUTRAL,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,94.9,95.4
1734,NORTH CENTRAL COLLEGE,30 N BRAINARD PO BOX 3063,NAPERVILLE,IL,60540,AVERAGE,86,47,AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,96,95.6
1735,NORTH PARK UNIVERSITY,FIN AID OFF-3225 W FOSTER AVE,CHICAGO,IL,60625,ABOVE AVERAGE,,,FAR BELOW AVERAGE,EXCELLING,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,86,93.8
1737,NORTHERN ILLINOIS UNIVERSITY,ALTGELD HALL - ROOM 300A,DEKALB,IL,60115,BELOW AVERAGE,83,72,AVERAGE,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,96,94.6
1739,NORTHWESTERN UNIV,1801 HINMAN AVE 2ND FLOOR,EVANSTON,IL,60208,ABOVE AVERAGE,81,69,ABOVE AVERAGE,EXCELLING,STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,94.8,95.4
1741,OLIVET NAZARENE UNIVERSITY,ONE UNIVERSITY AVENUE,BOURBONNAIS,IL,60914,ABOVE AVERAGE,73,70,FAR ABOVE AVERAGE,EXCELLING,NEUTRAL,VERY WEAK,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,97.7,95.5
1742,IL EASTERN COMM COLGS-OLNEY CENTRAL,305 NORTH WEST STREET,OLNEY,IL,62450,ABOVE AVERAGE,78,82,AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95,95.2
1745,QUINCY UNIVERSITY,1800 COLLEGE AVENUE,QUINCY,IL,62301,ABOVE AVERAGE,38,24,ABOVE AVERAGE,EXCELLING,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,VERY STRONG,STRONG,96.8,95.7
1746,ROBERT MORRIS UNIVERSITY ILLINOIS,401 SOUTH STATE STREET,CHICAGO,IL,60605,BELOW AVERAGE,64,88,BELOW AVERAGE,EXCELLING,VERY STRONG,STRONG,STRONG,WEAK,VERY STRONG,STRONG,93.7,94.4
1747,ROCK VALLEY COLLEGE,3301 N MULFORD RD,ROCKFORD,IL,61114,ABOVE AVERAGE,78,94,FAR ABOVE AVERAGE,EXCELLING,STRONG,NEUTRAL,STRONG,STRONG,NEUTRAL,NEUTRAL,97.2,95.4
1748,ROCKFORD UNIVERSITY,5050 E STATE ST,ROCKFORD,IL,61108,FAR ABOVE AVERAGE,93,68,ABOVE AVERAGE,EXCELLING,STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,96,94.9
1749,ROOSEVELT UNIVERSITY,430 S MICHIGAN AVE,CHICAGO,IL,60605,ABOVE AVERAGE,,,FAR BELOW AVERAGE,EXCELLING,STRONG,STRONG,STRONG,WEAK,VERY STRONG,VERY STRONG,74.2,
1750,DOMINICAN UNIVERSITY,7900 WEST DIVISION STREET,RIVER FOREST,IL,60305,NO DATA AVAILABLE,50,47,BELOW AVERAGE,STRONG,STRONG,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,93.1,94.6
1752,SAUK VALLEY COMMUNITY COLLEGE,173 ILLINOIS RT 2,DIXON,IL,61021,AVERAGE,,,FAR BELOW AVERAGE,INCOMPLETE DATA,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,77.8,
1753,SCHOOL OF ART INSTITUTE OF CHICAGO,36 S WABASH AVE,CHICAGO,IL,60603,NO DATA AVAILABLE,64,22,BELOW AVERAGE,DEVELOPING,STRONG,NEUTRAL,STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,91.8,94.1
1756,SHIMER COLLEGE,3424 SOUTH STATE STREET,CHICAGO,IL,60616,AVERAGE,79,45,BELOW AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,96.1,93.8
1757,SOUTHEASTERN ILLINOIS COLLEGE,3575 COLLEGE ROAD,HARRISBURG,IL,62946,ABOVE AVERAGE,,,ABOVE AVERAGE,INCOMPLETE DATA,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,94.2,
E00505,ST JOSEPH'S COLLEGE-SUFFOLK CAMPUS,155 ROE BLVD,PATCHOGUE,NY,11772,FAR ABOVE AVERAGE,58,34,AVERAGE,EXCELLING,NEUTRAL,WEAK,VERY WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,96,
E00546,NY INSTITUTE OF TECHNOLOGY-OSTEOPATHIC M,NORTHERN BOULEVARD,OLD WESTBURY,NY,11568,AVERAGE,76,70,BELOW AVERAGE,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,94.9,94.7
E00911,PACIFIC COLLEGE OF ORIENTAL MEDICINE - N,915 BROADWAY,NEW YORK,NY,10010,ABOVE AVERAGE,42,76,ABOVE AVERAGE,STRONG,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,96.6,95.1
E00922,ITT TECHNICAL INSTITUTE,13 AIRLINE DRIVE,ALBANY,NY,12205,ABOVE AVERAGE,,,FAR BELOW AVERAGE,EMERGING,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,74.3,94.4
E01255,LINCOLN TECHNICAL INSTITUTE - WHITESTONE,15-30 PETRACCA PLACE,WHITESTONE,NY,11357,FAR BELOW AVERAGE,83,50,AVERAGE,EMERGING,STRONG,NEUTRAL,STRONG,WEAK,STRONG,STRONG,95.2,94.4
E01670,RIDLEY - LOWELL BUSINESS & TECHNICAL INS,26 SOUTH HAMILTON STREET,POUGHKEEPSIE,NY,12601,ABOVE AVERAGE,99,82,AVERAGE,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,96,94.5
E01719,CONTINENTAL SCHOOL OF BEAUTY CULTURE - B,326 KENMORE AVENUE,BUFFALO,NY,14223,FAR ABOVE AVERAGE,64,65,AVERAGE,DEVELOPING,STRONG,STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,95.7,95.4
E01739,MAKE-UP DESIGNORY -,375 W. BROADWAY,NEW YORK,NY,10012,AVERAGE,48,31,AVERAGE,EMERGING,WEAK,WEAK,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.9,
E01740,ALLEN SCHOOL - BROOKLYN,188 MONTAGUE STREET,BROOKLYN,NY,11201,AVERAGE,64,65,AVERAGE,EXCELLING,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,91,94.8
E01868,FINGER LAKES SCHOOL OF MASSAGE (THE) -,272 NORTH BEDFORD ROAD,MOUNT KISCO,NY,10549,AVERAGE,98,97,BELOW AVERAGE,EXCELLING,NEUTRAL,WEAK,WEAK,VERY WEAK,NEUTRAL,STRONG,92.8,95.4
E01897,CONTINENTAL SCHOOL OF BEAUTY CULTURE - M,2803 BREWERTON ROAD,MATTYDALE,NY,13211,FAR ABOVE AVERAGE,,,NO DATA AVAILABLE,INCOMPLETE DATA,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,STRONG,STRONG,69.4,
E01999,CONTINENTAL SCHOOL OF BEAUTY CULTURE -,215 MAIN STREET,BATAVIA,NY,14020,NO DATA AVAILABLE,24,50,BELOW AVERAGE,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,95.7,95.1
E02126,"JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GO",4948 COMMERCIAL DRIVE,NEW YORK MILLS,NY,13417,AVERAGE,62,68,ABOVE AVERAGE,EXCELLING,STRONG,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.8,95.8
E02188,NEW YORK MEDICAL CAREER TRAINING CENTER,500 8TH AVENUE,NEW YORK,NY,10018,AVERAGE,,,NO DATA AVAILABLE,INCOMPLETE DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,
G02669,BANK STREET COLLEGE OF EDUCATION,610 W 112TH ST,NEW YORK,NY,10025,NO DATA AVAILABLE,,,FAR BELOW AVERAGE,INCOMPLETE DATA,NEUTRAL,STRONG,STRONG,WEAK,STRONG,VERY STRONG,61.4,
G02674,NEW YORK THEOLOGICAL SEMINARY,475 RIVERSIDE DRIVE,NEW YORK,NY,10115,NO DATA AVAILABLE,88,80,FAR ABOVE AVERAGE,EXCELLING,NEUTRAL,WEAK,WEAK,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,95.4,96.1
G02677,BROOKLYN LAW SCHOOL,250 JORALEMON STREET,BROOKLYN,NY,11201,ABOVE AVERAGE,,,BELOW AVERAGE,INCOMPLETE DATA,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,92.1,
G02700,COLGATE ROCHESTER CROZER DIVINITY S,1100 S GOODMAN STREET,ROCHESTER,NY,14620,ABOVE AVERAGE,60,13,BELOW AVERAGE,EXCELLING,STRONG,NEUTRAL,STRONG,WEAK,WEAK,WEAK,94.8,95.3
G02726,GENERAL THEOLOGICAL SEMINARY,175 NINTH AVENUE,NEW YORK,NY,10011,AVERAGE,60,8,BELOW AVERAGE,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,92.9,93.3
G02749,NEW YORK COLLEGE OF PODIATRIC MED,53 EAST 124TH STREET,NEW YORK,NY,10035,BELOW AVERAGE,,,FAR BELOW AVERAGE,INCOMPLETE DATA,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,75,
G02783,NEW YORK LAW SCHOOL,57 WORTH ST,NEW YORK,NY,10013,NO DATA AVAILABLE,,,AVERAGE,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,94.3,
G02784,NEW YORK MEDICAL COLLEGE,ADMINISTRATION BLDG,VALHALLA,NY,10595,FAR ABOVE AVERAGE,,,BELOW AVERAGE,EMERGING,STRONG,WEAK,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,91,
G02807,ROCKEFELLER UNIVERSITY,1230 YORK AVENUE,NEW YORK,NY,10021,FAR ABOVE AVERAGE,,,BELOW AVERAGE,INCOMPLETE DATA,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,89.7,
G02822,CHRIST THE KING SEMINARY,711 KNOX ROAD,EAST AURORA,NY,14052,AVERAGE,,,NO DATA AVAILABLE,EXCELLING,STRONG,STRONG,STRONG,NEUTRAL,STRONG,STRONG,87.7,95.1
G02833,ST VLADIMIR ORTHODOX THEOL SEM,575 SCARSDALE RD,CRESTWOOD,NY,10707,NO DATA AVAILABLE,98,99,AVERAGE,EXCELLING,VERY STRONG,STRONG,STRONG,STRONG,STRONG,STRONG,95.4,92.9
G02886,ALBANY LAW SCHOOL,80 NEW SCOTLAND AVE,ALBANY,NY,12208,FAR ABOVE AVERAGE,,,AVERAGE,STRONG,STRONG,VERY WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,93.2,95.7
G02887,ALBANY MEDICAL COLLEGE,47 NEW SCOTLAND ADM R214/MC-1,ALBANY,NY,12208,ABOVE AVERAGE,66,20,BELOW AVERAGE,EXCELLING,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,95.2,95.4
G02890,UNION THEOLOGICAL SEMINARY,3041 BROADWAY,NEW YORK,NY,10027,AVERAGE,70,68,BELOW AVERAGE,EMERGING,STRONG,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,VERY STRONG,94.6,94.2
G03979,COLUMBIA UNIV TEACHERS COLLEGE,525 WEST 120TH STREET BOX 309,NEW YORK,NY,10027,ABOVE AVERAGE,,,BELOW AVERAGE,EXCELLING,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,92.7,95.7
G04054,HEBREW UNION COL-JEWISH INST OF REL,ONE WEST 4TH STREET,NEW YORK,NY,10012,BELOW AVERAGE,98,99,ABOVE AVERAGE,EXCELLING,VERY STRONG,NEUTRAL,STRONG,STRONG,STRONG,VERY STRONG,96.2,94.3
G04762,WEILL CORNELL MEDICAL COLLEGE AND GRADUA,1300 YORK AVENUE,NEW YORK,NY,10021,FAR ABOVE AVERAGE,,,BELOW AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,85.2,94.8
G07026,MOUNT SINAI SCHOOL OF MEDICINE,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,AVERAGE,,,NO DATA AVAILABLE,INCOMPLETE DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,72.8,
G09895,YESHIVA UNIVERSITY - BRONX CAMPUS,1300 MORRIS PARK AVENUE,BRONX,NY,10461,NO DATA AVAILABLE,,,BELOW AVERAGE,DEVELOPING,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,90.1,96
G24601,UNIV OF ROCHESTER SCHL OF MEDICINE,601 ELMWOOD AVE BOX 601,ROCHESTER,NY,14642,BELOW AVERAGE,38,52,BELOW AVERAGE,EXCELLING,NEUTRAL,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,90.6,94.4
G31913,CUNY SCHOOL OF LAW @ QUEENS COLLEGE,65-21 MAIN STREET,FLUSHING,NY,11367,AVERAGE,,,BELOW AVERAGE,STRONG,STRONG,VERY STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,89.3,95
G32163,UNIFICATION THEOLOGICAL SEMINARY,30 SEMINARY DRIVE,BARRYTOWN,NY,12507,AVERAGE,70,60,AVERAGE,DEVELOPING,STRONG,WEAK,WEAK,VERY WEAK,NEUTRAL,STRONG,94.9,94.5
G34194,NORTHEASTERN SEMINARY,2265 WESTSIDE DRIVE,ROCHESTER,NY,14624,ABOVE AVERAGE,71,39,AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,95.6,94.9
G34433,NEW YORK COLLEGE OF TRADITIONAL CHINESE,155 FIRST STREET,MINEOLA,NY,11501,AVERAGE,42,42,AVERAGE,STRONG,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,NEUTRAL,NEUTRAL,95.9,
G38813,CLARKSON UNIVERSITY - CAPITAL REGION CAM,80 NOTT TERRACE,SCHENECTADY,NY,12308,AVERAGE,,,FAR BELOW AVERAGE,INCOMPLETE DATA,NEUTRAL,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,72,
G41798,SOTHEBY'S INSTITUTE OF ART - NY,"570 LEXINGTON AVENUE, 6TH FLOOR",NEW YORK,NY,10022,NO DATA AVAILABLE,82,37,BELOW AVERAGE,DEVELOPING,NEUTRAL,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,94.6,
G42076,AMERICAN ACADEMY OF PERSONAL TRAINING,138 WEST 14TH STREET,NEW YORK,NY,10011,BELOW AVERAGE,,,BELOW AVERAGE,DEVELOPING,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,85.9,94.2
